,fuel,p1,p2
86,1532.6346462581314,40.901695326733254,2767.5230710353444
87,1532.327277273318,40.890366684175234,2682.6191418811486
88,1531.7364949651492,40.85953645237061,2599.2674465554064
89,1531.620994655259,40.864264117453466,2547.8815550617837
90,1555.4832520340642,43.141742761398135,3259.676146340792
91,1554.4571625895478,43.107133318762244,3138.5702147805396
92,1555.3693737250178,43.13702231390277,3084.6219400831337
93,1554.0604582418491,43.11166876881128,2997.9184345397202
94,1553.8350768027594,43.086116335724434,2912.5660777704584
95,1552.93738814698,43.04001230153645,2795.6802412268444
96,1552.7814437182096,43.04200688876043,2743.6802934620405
97,1552.4081793893092,43.02518051836899,2660.3487115166135
98,1551.3651504651352,42.9553220359315,2547.133524682832
99,1582.1245322366813,45.224165189862354,3288.8187861383485
100,1581.4858437008807,45.22080718111853,3201.3818242857014
101,1581.1714446162841,45.21663113527376,3114.4530132070736
102,1583.746876239271,45.19991969866064,2992.825307127041
103,1580.713150177242,45.15407134656849,2911.0256258506283
104,1579.8849068983327,45.129997690199566,2826.908527780455
105,1578.4187136764413,45.084599455776576,2744.260588976387
106,1577.8211999394443,45.067259005688115,2661.170953624331
107,1582.644397565451,45.114382966035336,2611.317379938251
108,1605.9381077635626,47.32038020622025,3324.48380147639
109,1604.8386162509232,47.262678902633176,3200.2174271688305
110,1604.507951471358,47.25388081054756,3113.7622261128236
111,1604.3448740408603,47.233217678435686,3028.575919250463
112,1603.8897364522563,47.22061269522153,2943.220879453026
113,1603.428848564603,47.19643090008558,2859.049643832073
114,1603.0561375942634,47.171695876103726,2775.485178599004
115,1602.907586838097,47.147822006205956,2692.426529247329
116,1602.945000530559,47.152494909353564,2645.9668627285505
117,1632.6657467051446,49.27560738219945,3327.9340842517695
118,1632.2438729263886,49.26910659432144,3240.686075923628
119,1631.9372524066348,49.26024666905277,3153.969066565098
120,1631.5761794882674,49.23996406804275,3068.4568997029955
121,1631.9747204499145,49.26554655730245,3019.807648638685
122,1631.5105556229064,49.24924775803708,2934.8917694898682
123,1630.9209498514574,49.22164895832608,2850.5290392027637
124,1630.4064972647866,49.19303034249092,2766.859016155201
125,1630.0221248709204,49.16446019416263,2683.825895439272
126,1670.7240819124927,51.2956714933956,3413.182958414147
127,1670.264446879104,51.2828231630577,3325.180106210742
128,1669.7016464412045,51.27362478802556,3237.916277905525
129,1669.1369779780325,51.26109338836709,3151.168200160182
130,1668.6908544736361,51.245581622337255,3064.912797283089
131,1666.9468091972885,51.17273717418005,2941.8136069606853
132,1666.3470750494598,51.1537678030276,2856.273116276806
133,1665.7165663252345,51.11800291238295,2772.368497531792
134,1666.0249977806598,51.13268695395905,2724.98281737809
